"customer_id","customer_name","sales_region","email","customer_tier","join_date","phone","loyalty_points","subscribed"
"401793","Sarah Miller","Southwest","Invalid","Bronze","2021-07-31","+1-199-089-5722",4161,""
"753385","Patricia Silva","Southeast","patricia.silva303@hotmail.com","Gold","2020-08-20","+1-580-998-9969",11877,1
"399557","Thomas Müller","Midwest","thomas.müller232@outlook.com","Gold","2023-11-16","+1-522-063-0280",5021,1
"958549","Patricia Nguyen","Southwest","patricia.nguyen629@mail.com","Platinum","2019-10-27","+1-100-440-6412",13227,1
"435848","Yuki Taylor","Midwest","yuki.taylor687@gmail.com","Bronze","2018-01-02","+1-822-586-1392",4021,1
"556529","Yuki Silva","Southeast","yuki.silva176@outlook.com","Gold","2023-06-05","+1-800-077-4733",14176,""
"687192","Unknown","Northeast","susan.rodriguez46@gmail.com","Silver","2023-09-14","+1-559-157-9965",6994,1
"701419","Lisa Fernandez","West Coast","lisa.fernandez838@outlook.com","Bronze","2018-07-12","+1-459-409-8156",6558,1
"822931","Raj Martinez","Southeast","raj.martinez800@company.com","Silver","2021-10-09","+1-188-007-0939",1815,1
"810423","Susan Jones","Northeast","susan.jones98@icloud.com","Bronze","2023-12-16","+1-908-860-1232",3925,""
"704285","Lisa Lopez","Midwest","lisa.lopez28@mail.com","Bronze","2019-07-29","+1-807-338-0954",10150,1
"653227","Elena Silva","West Coast","elena.silva528@work.org","Gold","2023-08-29","+1-584-506-3120",4700,1
"653897","Sarah Anderson","Midwest","sarah.anderson969@yahoo.com","Silver","2023-09-06","+1-512-822-2297",13857,1
"943084","Linda Williams","Southwest","linda.williams747@icloud.com","Silver","2023-11-28","+1-214-987-5760",12348,""
"667154","Thomas Patel","Northeast","thomas.patel983@yahoo.com","Bronze","2018-06-26","+1-723-620-3290",7284,""
"401977","Unknown","Southeast","karen.davis964@gmail.com","Silver","2021-04-05","+1-011-528-5371",12547,1
"573747","Lisa Anderson","Northeast","lisa.anderson535@work.org","Gold","2019-04-29","+1-613-592-4147",3505,""
"780932","Mei Jackson","Northwest","mei.jackson531@mail.com","Silver","2018-12-24","+1-710-917-6606",2925,1
"745811","John Martinez","West Coast","Invalid","Silver","2020-05-19","+1-308-448-1118",3508,1
"866614","Karen Rossi","West Coast","karen.rossi598@gmail.com","Gold","2020-10-11","+1-563-435-0539",8144,""
"773717","James Müller","Northwest","james.müller310@icloud.com","Silver","2022-07-09","+1-354-269-8966",5490,1
"748750","Zara Taylor","Southwest","zara.taylor749@hotmail.com","Bronze","2019-12-04","+1-349-898-3659",13979,1
"967944","Yuki Taylor","Midwest","yuki.taylor470@mail.com","Silver","2021-08-17","+1-390-992-4761",5029,""
"449512","Ahmed Brown","Midwest","ahmed.brown144@yahoo.com","Bronze","2020-06-20","+1-741-640-1216",6911,1
"878539","richard lopez","West Coast","Invalid","Bronze","2021-12-22","+1-575-415-2113",8835,1
"379405","Mei Hernandez","Southwest","mei.hernandez765@work.org","Silver","2018-06-24","+1-695-792-3422",2703,1
"360865","Ahmed Miller","Midwest","ahmed.miller468@outlook.com","Silver","2018-10-28","Invalid",1961,1
"728012","MARY MARTIN","International","Invalid","Bronze","2018-05-27","+1-576-033-9422",5867,1
"260929","Ahmed Smith","Northeast","ahmed.smith125@outlook.com","Gold","2023-04-13","+1-886-161-3821",6463,1
"229162","Raj Rossi","Midwest","raj.rossi517@company.com","Silver","2020-11-01","+1-712-867-8200",739,1
"628101","Omar Rodriguez","West Coast","omar.rodriguez551@hotmail.com","Gold","2023-10-05","+1-699-555-1512",1903,1
"771803","Patricia Lee","Northeast","patricia.lee827@company.com","Bronze","2023-11-11","+1-064-512-3019",14878,""
"545905","Linda Müller","West Coast","linda.müller489@work.org","Silver","2018-07-07","+1-682-605-2290",8270,1
"125305","Mary Johnson","Southeast","mary.johnson102@gmail.com","Silver","2020-05-30","+1-356-935-2627",4104,1
"365365","Raj Garcia","Northwest","raj.garcia774@company.com","Platinum","2021-06-21","+1-152-327-0365",5603,1
"919686","Lisa Ali","Northeast","lisa.ali740@hotmail.com","Bronze","2018-03-16","+1-781-932-8819",5059,""
"303053","Michael Chen","International","michael.chen883@yahoo.com","Gold","2020-04-03","+1-159-033-5472",4050,1
"261120","Jennifer Jones","West Coast","jennifer.jones207@work.org","Bronze","2020-04-05","Invalid",1825,1
"425591","James Davis","Northeast","james.davis281@icloud.com","Bronze","2018-10-22","+1-075-918-6035",13271,""
"828710","Christopher Rossi","Midwest","christopher.rossi85@hotmail.com","Bronze","2023-04-26","+1-797-146-7927",7562,""
"446973","Patricia Miller","Southeast","patricia.miller869@icloud.com","Silver","2023-01-14","+1-799-191-9601",10402,""
"795739","Jessica Moore","Southeast","jessica.moore303@mail.com","Gold","2018-03-09","+1-110-129-3122",10395,""
"659214","Charles Brown","West Coast","charles.brown191@work.org","Bronze","2021-11-12","+1-206-781-3936",2907,1
"278083","Mei Ali","Southeast","mei.ali837@yahoo.com","Gold","2019-07-05","+1-355-730-9594",13450,1
"810712","Robert Anderson","West Coast","robert.anderson124@icloud.com","Bronze","2018-03-26","+1-012-859-6791",3365,""
"514645","Fatima Müller","Northwest","fatima.müller800@yahoo.com","Bronze","2019-11-06","+1-191-873-3095",13665,""
"629525","Ahmed Garcia","Midwest","ahmed.garcia123@company.com","Bronze","2023-09-19","+1-621-269-1860",1422,1
"369546","Susan Nguyen","Northeast","susan.nguyen882@gmail.com","Silver","2022-11-21","+1-409-634-1589",1927,""
"936576","Karen Brown","Northwest","karen.brown134@mail.com","Silver","2024-04-15","+1-019-309-5607",3304,1
"656806","James Lee","Midwest","james.lee100@yahoo.com","Bronze","2023-01-10","+1-027-663-3861",10216,1
"101787","James Martin","International","james.martin284@icloud.com","Bronze","2019-11-13","+1-773-643-7830",7360,""
"842586","Raj Taylor","West Coast","Invalid","Bronze","2024-03-20","+1-200-088-7726",13568,1
"442719","Michael Patel","West Coast","michael.patel380@yahoo.com","Bronze","2022-03-13","+1-348-424-6378",3991,1
"394581","David Martinez","Midwest","david.martinez433@yahoo.com","Bronze","2023-11-05","+1-501-093-3339",4785,1
"793809","Omar Thomas","Southeast","omar.thomas905@icloud.com","Bronze","2021-08-05","+1-049-569-5876",1161,1
"354055","Karen Müller","International","karen.müller825@icloud.com","Silver","2020-11-30","+1-495-943-4292",13287,1
"472339","Thomas Thomas","Northwest","thomas.thomas51@gmail.com","Platinum","2021-01-05","+1-709-470-9929",12304,1
"865433","Mei Davis","West Coast","mei.davis77@company.com","Bronze","2019-08-02","+1-554-203-1265",13645,1
"190185","Raj Ali","Southwest","raj.ali82@mail.com","Silver","2022-01-12","+1-142-502-7576",4106,""
"445619","James Rodriguez","Southeast","james.rodriguez95@outlook.com","Bronze","2019-12-10","+1-493-014-1735",2728,1
"158345","Zara Garcia","Southeast","zara.garcia199@gmail.com","Bronze","2021-11-10","+1-042-994-6475",4354,""
"226167","Priya Brown","Midwest","priya.brown9@yahoo.com","Gold","2018-08-17","+1-674-384-0152",6416,""
"971577","Robert Martinez","International","robert.martinez182@hotmail.com","Bronze","2019-11-28","Invalid",5439,""
"876253","Ahmed Taylor","Southeast","ahmed.taylor601@hotmail.com","Bronze","2020-07-06","+1-866-034-0654",8138,1
"219117","Elena Singh","Northeast","elena.singh670@work.org","Platinum","2023-01-13","+1-219-620-5376",12631,""
"935163","Charles Davis","Southeast","charles.davis861@outlook.com","Bronze","2022-08-04","+1-000-694-1185",12899,1
"841050","Joseph Smith","Northeast","Invalid","Silver","2021-01-27","+1-220-998-8022",12960,1
"310432","Susan Davis","Unknown","susan.davis66@mail.com","Bronze","2020-01-07","Invalid",8735,1
"272662","Carlos Ali","Northeast","carlos.ali821@outlook.com","Gold","2021-01-20","+1-057-851-9007",6040,1
"594661","Christopher Fernandez","West Coast","christopher.fernandez299@outlook.com","Silver","2023-11-03","+1-981-028-2623",4465,1
"722894","Sofia Martinez","Northwest","sofia.martinez526@hotmail.com","Bronze","2022-01-10","+1-049-321-3837",13658,""
"255534","Karen Anderson","West Coast","karen.anderson996@mail.com","Gold","2020-03-10","+1-956-888-5863",2222,1
"661764","Thomas Miller","Southwest","thomas.miller992@outlook.com","Bronze","2021-05-13","+1-412-802-9342",4522,""
"289821","Sofia Müller","International","sofia.müller530@outlook.com","Silver","2019-03-09","+1-674-728-4460",13648,1
"475082","Fatima Brown","Southeast","fatima.brown489@work.org","Gold","2020-03-02","+1-872-735-1305",14462,1
"185643","Jessica Lee","International","jessica.lee348@company.com","Bronze","2020-12-13","+1-191-165-1582",2640,""
"285471","James Garcia","West Coast","james.garcia734@hotmail.com","Silver","2018-10-24","+1-387-325-3533",2161,""
"470334","Mary Chen","Southeast","mary.chen932@hotmail.com","Platinum","2024-04-08","+1-634-150-5023",13880,1
"190359","Raj Müller","Northeast","raj.müller258@hotmail.com","Bronze","2024-03-25","+1-944-804-7032",11203,""
"612223","Fatima Thomas","Southeast","fatima.thomas629@company.com","Bronze","2018-07-23","+1-945-140-9364",10826,1
"283939","Unknown","Northeast","wei.patel171@company.com","Bronze","2024-06-03","+1-983-856-2558",6184,1
"655583","Sofia Brown","Southwest","sofia.brown586@gmail.com","Bronze","2019-01-11","+1-709-140-9378",14247,""
"309700","David Jackson","Southwest","david.jackson399@outlook.com","Bronze","2022-12-09","+1-403-122-4082",8651,""
"866665","Ahmed Davis","Midwest","ahmed.davis989@work.org","Bronze","2019-04-30","+1-486-167-7860",12778,1
"351057","CHARLES ALI","Midwest","charles.ali351@hotmail.com","Bronze","2024-01-18","+1-575-115-1390",6158,""
"470618","Mei Singh","Midwest","Invalid","Gold","2021-02-03","+1-662-374-6774",13497,1
"620216","David Miller","Southwest","david.miller456@mail.com","Bronze","2019-08-30","+1-381-637-1647",185,1
"662891","Christopher Lee","West Coast","christopher.lee985@company.com","Bronze","2023-12-11","+1-362-127-9279",7562,""
"947648","Michael Hernandez","Northwest","michael.hernandez213@hotmail.com","Bronze","2020-08-19","+1-759-518-7908",737,1
"906705","Susan Taylor","Southeast","susan.taylor63@hotmail.com","Silver","2020-07-18","+1-861-097-0540",14825,1
"380722","Raj Smith","Midwest","raj.smith174@work.org","Bronze","2023-04-19","+1-352-914-7843",6498,1
"292273","Jessica Hernandez","Southeast","jessica.hernandez391@yahoo.com","Platinum","2021-12-31","Invalid",5255,1
"409639","Mary Lee","International","mary.lee286@yahoo.com","Silver","2019-11-02","+1-266-531-6193",8222,1
"660229","Karen Davis","Midwest","karen.davis612@hotmail.com","Silver","2022-11-17","+1-502-946-3388",4860,1
"589154","Carlos Martin","Southeast","carlos.martin783@mail.com","Bronze","2021-01-11","+1-612-341-2930",9998,1
"933603","Carlos Müller","International","carlos.müller123@gmail.com","Silver","2023-04-06","+1-634-562-4521",7516,""
"207241","Patricia Singh","International","patricia.singh325@hotmail.com","Bronze","2018-01-07","Invalid",590,1
"468243","Barbara Thomas","Southwest","barbara.thomas455@work.org","Silver","2019-03-30","+1-045-437-8745",8183,1
"942019","Michael Silva","Southeast","michael.silva886@outlook.com","Silver","2023-03-02","+1-567-053-8108",13247,""
"787376","Susan Brown","International","susan.brown272@icloud.com","Bronze","2023-07-27","+1-964-880-8932",9374,1
"204110","Sofia Nguyen","Midwest","sofia.nguyen585@gmail.com","Silver","2023-07-27","+1-213-559-0545",12166,1
"549049","Fatima Miller","Southwest","fatima.miller960@icloud.com","Silver","2018-05-24","+1-598-818-1286",989,1
"858483","Sofia Chen","West Coast","sofia.chen896@hotmail.com","Bronze","2022-09-21","+1-443-790-0588",4351,""
"895333","Charles Jones","Southeast","charles.jones143@icloud.com","Silver","2023-04-27","+1-722-151-4768",4824,1
"944900","Jessica Miller","Northeast","jessica.miller174@gmail.com","Gold","2022-12-10","+1-049-497-7791",4086,""
"224763","Michael Jones","Midwest","michael.jones953@hotmail.com","Bronze","2022-03-01","+1-946-499-8350",7118,1
"617253","Mary Taylor","Northwest","mary.taylor403@icloud.com","Bronze","2020-06-22","+1-791-987-5351",9932,1
"179496","Patricia Martinez","Midwest","patricia.martinez703@mail.com","Silver","2019-01-14","+1-608-931-0426",329,""
"414651","James Anderson","Southwest","james.anderson332@company.com","Gold","2018-10-19","+1-860-101-8150",5650,1
"929949","Richard Rossi","West Coast","richard.rossi982@hotmail.com","Silver","2018-03-10","+1-110-837-7632",4272,1
"330475","Unknown","Northeast","omar.hernandez815@work.org","Gold","2020-10-19","+1-218-968-4375",11266,1
"693038","christopher patel","Northwest","christopher.patel2@company.com","Bronze","2022-07-21","+1-942-260-7507",12945,1
"593895","Mary Wilson","Northeast","mary.wilson334@gmail.com","Bronze","2019-03-25","+1-299-000-5879",4245,1
"143233","Richard Ali","International","richard.ali124@hotmail.com","Silver","2020-08-30","+1-591-319-3639",14948,""
"428216","Elena Johnson","Midwest","elena.johnson546@hotmail.com","Bronze","2019-07-15","+1-653-303-7200",4575,1
"285417","Omar Johnson","Southwest","Invalid","Bronze","2020-10-19","+1-001-189-4416",2270,1
"143566","Wei Thomas","Midwest","Invalid","Gold","2020-12-06","+1-328-936-1449",2167,1
"323802","Joseph Singh","Southeast","joseph.singh594@company.com","Gold","2018-11-16","+1-545-970-9677",7753,1
"665878","Sofia Patel","West Coast","sofia.patel572@hotmail.com","Silver","2018-05-08","+1-914-425-7147",12282,""
"909437","Wei Hernandez","International","wei.hernandez312@icloud.com","Platinum","2024-02-19","+1-949-920-9778",11752,""
"112716","Jennifer Williams","Midwest","jennifer.williams335@hotmail.com","Silver","2019-11-04","+1-815-104-4521",7980,1
"434020","Jessica Davis","Northeast","jessica.davis327@icloud.com","Gold","2021-04-18","+1-285-835-6081",404,""
"524299","Jessica Nguyen","Midwest","jessica.nguyen404@mail.com","Silver","2018-05-16","+1-313-397-9625",14241,""
"309381","Barbara Williams","Southeast","barbara.williams147@hotmail.com","Silver","2019-09-23","+1-608-067-1283",12380,1
"506684","Charles Martinez","Midwest","charles.martinez419@work.org","Silver","2018-01-28","+1-824-539-9593",13897,1
"260738","Ahmed Hernandez","Southeast","ahmed.hernandez184@work.org","Silver","2023-07-31","+1-811-447-7315",5275,""
"541145","Wei Anderson","Midwest","wei.anderson979@yahoo.com","Bronze","2020-08-24","+1-953-195-5496",7093,1
"440560","Carlos Thomas","Southeast","carlos.thomas557@work.org","Bronze","2023-10-01","+1-877-122-8932",5001,1
"441096","John Thomas","Midwest","john.thomas422@company.com","Silver","2018-06-18","Invalid",799,""
"969179","Ahmed Lopez","Southeast","ahmed.lopez181@yahoo.com","Bronze","2022-05-13","+1-644-227-8258",6989,1
"431348","Robert Brown","Northeast","robert.brown25@outlook.com","Bronze","2022-09-01","+1-639-456-2596",31,1
"917505","MARY KIM","Southeast","mary.kim12@company.com","Bronze","2018-08-22","+1-230-463-3724",500,""
"692053","Zara Smith","West Coast","zara.smith289@yahoo.com","Bronze","2018-12-24","+1-726-620-1789",10803,1
"231751","Karen Davis","Southwest","karen.davis482@mail.com","Silver","2018-04-10","+1-835-729-7361",1271,1
"343624","Robert Jones","Southeast","robert.jones267@gmail.com","Bronze","2020-02-21","+1-741-892-4260",14621,1
"717270","Ahmed Silva","Northeast","Invalid","Platinum","2019-06-02","+1-214-871-3206",5047,""
"630238","Elena Jones","Southwest","elena.jones955@mail.com","Gold","2018-07-22","+1-880-831-5505",4679,""
"936170","Charles Ali","West Coast","charles.ali197@hotmail.com","Silver","2018-10-22","+1-925-775-1784",13668,1
"205919","Yuki Martin","Northeast","yuki.martin621@company.com","Bronze","2023-03-10","+1-725-269-1945",4341,1
"353390","Sarah Müller","Southeast","sarah.müller69@outlook.com","Bronze","2020-04-20","+1-750-111-5573",12178,1
"557871","Charles Fernandez","West Coast","charles.fernandez575@mail.com","Bronze","2021-03-24","+1-813-067-5405",7701,1
"451754","Sofia Fernandez","Midwest","sofia.fernandez367@work.org","Bronze","2022-04-16","+1-485-066-3165",114,1
"753959","John Nguyen","West Coast","john.nguyen836@company.com","Bronze","2018-05-29","+1-474-096-7320",2647,1
"949952","Wei Thomas","West Coast","wei.thomas207@yahoo.com","Silver","2021-01-02","+1-824-931-9618",12571,1
"149540","Mei Kim","International","mei.kim126@hotmail.com","Gold","2020-11-20","+1-135-166-1772",3496,1
"405830","Carlos Hernandez","West Coast","carlos.hernandez640@outlook.com","Bronze","2021-08-28","+1-090-582-9560",5290,1
"762455","David Williams","Midwest","david.williams537@mail.com","Platinum","2018-05-12","+1-445-049-4106",3268,""
"651187","Omar Nguyen","Northeast","omar.nguyen213@outlook.com","Bronze","2024-01-29","+1-997-876-4119",584,1
"408287","James Johnson","International","james.johnson547@gmail.com","Bronze","2021-10-18","+1-347-655-3161",11847,""
"428012","Zara Patel","West Coast","zara.patel386@outlook.com","Silver","2020-01-26","Invalid",3642,1
"650780","Wei Anderson","Southeast","wei.anderson37@yahoo.com","Silver","2023-06-30","+1-952-618-4743",13239,1
"841174","Richard Jones","Midwest","richard.jones730@yahoo.com","Bronze","2020-02-24","+1-422-923-8175",11114,1
"601852","Barbara Hernandez","Northeast","barbara.hernandez634@mail.com","Silver","2019-03-10","+1-657-752-5817",4177,1
"672377","Jessica Silva","Southeast","jessica.silva304@hotmail.com","Silver","2023-01-13","+1-474-287-3934",4519,1
"697665","James Lopez","West Coast","james.lopez954@icloud.com","Bronze","2022-02-07","+1-751-995-4059",14964,1
"727111","Ahmed Jackson","Southwest","ahmed.jackson342@outlook.com","Bronze","2019-01-09","+1-507-333-5621",7116,1
"475814","Yuki Patel","West Coast","yuki.patel505@company.com","Bronze","2022-10-16","+1-768-264-1953",5317,""
"440928","Joseph Johnson","West Coast","joseph.johnson608@hotmail.com","Gold","2018-04-04","+1-978-474-4318",6520,""
"257991","Sofia Jones","Southeast","sofia.jones619@outlook.com","Bronze","2023-06-17","+1-753-016-2091",7951,""
"249847","Raj Singh","West Coast","raj.singh623@icloud.com","Bronze","2022-06-07","Invalid",11025,""
"840461","John Singh","Midwest","john.singh32@work.org","Bronze","2022-09-21","+1-039-156-7855",9641,""
"466605","Susan Kim","International","susan.kim66@hotmail.com","Bronze","2020-11-17","+1-732-862-0880",2685,1
"501104","Jennifer Miller","Unknown","jennifer.miller555@outlook.com","Bronze","2022-08-18","+1-128-845-9086",14928,1
"193909","Ahmed Anderson","Midwest","ahmed.anderson651@work.org","Gold","2024-06-08","+1-043-041-9902",2049,1
"906824","Wei Smith","Southeast","wei.smith686@gmail.com","Silver","2022-05-10","+1-113-987-1014",465,1
"658217","John Taylor","Northeast","john.taylor24@work.org","Silver","2018-10-27","+1-819-818-1652",1087,1
"768282","Priya Garcia","Northeast","priya.garcia606@mail.com","Silver","2020-09-03","Invalid",7434,1
"989831","Raj Smith","Northeast","raj.smith944@company.com","Bronze","2019-12-24","+1-888-400-3772",14902,1
"596392","Charles Rossi","West Coast","charles.rossi577@work.org","Silver","2019-09-20","+1-176-864-1601",14593,1
"710559","David Hernandez","Northeast","david.hernandez456@gmail.com","Bronze","2019-07-21","+1-750-699-0426",7809,1
"566537","Robert Martin","Northeast","robert.martin620@work.org","Silver","2020-02-15","+1-414-817-0909",8504,1
"243259","John Brown","Midwest","john.brown831@mail.com","Gold","2023-01-17","Invalid",5905,1
"424677","Linda Müller","Midwest","linda.müller557@icloud.com","Silver","2020-09-02","+1-721-242-6128",360,1
"556601","Wei Williams","Northeast","wei.williams683@gmail.com","Bronze","2018-10-25","+1-936-905-9888",7765,""
"802473","Yuki Brown","West Coast","yuki.brown296@icloud.com","Bronze","2023-03-18","+1-456-897-2066",14362,1
"634518","Robert Nguyen","Southwest","robert.nguyen37@work.org","Bronze","2023-02-12","Invalid",8464,1
"694200","Patricia Kim","Midwest","patricia.kim559@icloud.com","Bronze","2022-06-26","+1-508-847-5089",10473,1
"648901","Charles Martinez","Southeast","charles.martinez598@yahoo.com","Silver","2021-04-06","+1-611-635-2832",11408,""
"424024","Jessica Chen","Southeast","jessica.chen183@gmail.com","Silver","2020-04-13","+1-605-469-6210",8954,""
"894957","Fatima Jones","Midwest","fatima.jones753@company.com","Platinum","2023-04-22","+1-405-426-3019",773,1
"167616","Unknown","Southeast","raj.hernandez199@mail.com","Gold","2022-11-24","+1-025-243-9366",1888,""
"419863","Ahmed Martinez","Northeast","ahmed.martinez529@gmail.com","Bronze","2022-05-10","+1-153-354-1270",1932,1
"945953","Michael Kim","Unknown","michael.kim490@hotmail.com","Bronze","2019-04-23","+1-042-852-1168",14469,1
"614335","Susan Thomas","Southwest","susan.thomas816@yahoo.com","Gold","2018-07-01","+1-018-080-2496",3929,1
"401253","Mary Taylor","Midwest","mary.taylor209@yahoo.com","Silver","2020-09-05","+1-633-552-6170",10706,1
"561610","Linda Patel","Southwest","linda.patel296@company.com","Silver","2021-04-29","+1-367-022-3146",13029,1
"294599","Mary Lee","Northeast","mary.lee508@outlook.com","Bronze","2022-06-18","+1-943-592-2111",6290,""
"520548","Robert Patel","Northeast","Invalid","Bronze","2020-10-11","+1-116-998-2189",2283,""
"709810","Linda Silva","Northeast","linda.silva616@gmail.com","Bronze","2021-02-13","+1-520-696-8742",10172,1
"137855","Elena Anderson","Southeast","elena.anderson930@hotmail.com","Silver","2022-08-04","+1-560-743-2966",10841,1
"975885","Unknown","Unknown","charles.silva276@mail.com","Bronze","2022-10-26","+1-046-013-8855",9941,1
"659505","Thomas Ali","West Coast","thomas.ali555@hotmail.com","Bronze","2019-01-18","+1-939-209-8566",6538,1
"984266","Sarah Smith","Southeast","sarah.smith675@mail.com","Bronze","2020-08-05","+1-682-226-2376",2773,""
"804056","Jennifer Smith","Northeast","jennifer.smith375@company.com","Gold","2021-11-25","+1-456-594-9216",13791,1
"233747","Robert Garcia","Midwest","robert.garcia435@icloud.com","Silver","2024-01-30","+1-207-497-0158",14854,""
"771321","Carlos Thomas","Northeast","Invalid","Gold","2018-02-24","+1-151-584-6890",9685,""
"289922","Mei Brown","West Coast","mei.brown922@mail.com","Bronze","2020-03-16","+1-339-715-5376",4869,1
"146535","Linda Hernandez","West Coast","linda.hernandez611@gmail.com","Bronze","2023-08-04","+1-130-070-3593",14077,""
"210775","Omar Patel","Northeast","omar.patel328@company.com","Bronze","2023-07-31","+1-618-564-7983",10894,""
"297961","Christopher Jones","International","christopher.jones376@company.com","Silver","2021-08-23","+1-303-824-6084",293,""
"563136","Joseph Fernandez","Midwest","joseph.fernandez31@work.org","Silver","2020-06-16","+1-422-201-5005",4520,""
"160540","Linda Smith","Southeast","linda.smith367@gmail.com","Platinum","2020-09-03","+1-700-997-3334",14326,1
"269751","Jennifer Müller","Midwest","jennifer.müller61@yahoo.com","Bronze","2018-12-16","Invalid",2231,1
"771396","John Kim","Southeast","john.kim906@outlook.com","Gold","2023-03-27","+1-381-990-4459",785,""
"726373","Robert Lee","Southeast","robert.lee428@company.com","Bronze","2018-03-06","+1-897-255-6252",10402,""
"602059","Yuki Smith","Midwest","yuki.smith367@mail.com","Bronze","2020-05-20","+1-197-616-5420",8673,1
"572650","Raj Kim","West Coast","raj.kim894@outlook.com","Bronze","2024-04-07","+1-342-301-3239",300,1
"667182","Wei Ali","Northeast","wei.ali483@company.com","Bronze","2022-08-25","+1-890-285-9063",10623,""
"990320","Mei Wilson","Midwest","mei.wilson948@outlook.com","Bronze","2018-11-04","+1-551-885-8574",1180,""
"756467","Barbara Martin","Northeast","barbara.martin123@gmail.com","Bronze","2022-05-19","Invalid",3562,1
"439848","John Miller","Midwest","john.miller463@yahoo.com","Bronze","2023-07-03","+1-234-289-6778",324,1
"555233","Raj Martin","Northeast","raj.martin967@company.com","Gold","2023-12-10","+1-903-886-0760",5975,1
"219709","Thomas Hernandez","West Coast","Invalid","Gold","2018-12-05","+1-920-914-4814",7421,1
"163979","Raj Hernandez","Southwest","raj.hernandez953@hotmail.com","Silver","2022-12-25","+1-722-729-1520",6687,1
"950557","Fatima Brown","Northwest","fatima.brown366@hotmail.com","Silver","2022-08-04","+1-500-430-8974",2653,""
"282610","David Thomas","Southwest","david.thomas45@mail.com","Gold","2022-08-10","+1-843-598-6299",12459,1
"547783","Fatima Martin","Northeast","fatima.martin359@yahoo.com","Bronze","2020-11-19","+1-361-831-8581",1633,1
"449601","Raj Smith","Midwest","Invalid","Silver","2023-04-04","+1-778-028-5600",3633,1
"567611","Susan Davis","Northeast","susan.davis496@hotmail.com","Bronze","2019-03-02","+1-590-724-1147",9449,1
"258131","James Patel","Midwest","james.patel437@work.org","Gold","2021-07-14","+1-244-346-7407",5117,""
"134203","Carlos Lopez","Northwest","carlos.lopez72@hotmail.com","Silver","2023-05-02","+1-163-256-0625",5603,""
"399892","Joseph Anderson","Northeast","joseph.anderson159@hotmail.com","Gold","2018-10-13","+1-163-964-3878",11513,1
"648794","Carlos Moore","Midwest","carlos.moore574@outlook.com","Bronze","2020-11-25","+1-203-494-5053",12308,1
"272185","Jennifer Rodriguez","International","jennifer.rodriguez112@gmail.com","Silver","2020-07-14","+1-128-834-2834",14741,""
"234946","Thomas Wilson","Midwest","thomas.wilson523@mail.com","Bronze","2019-04-01","+1-005-113-0734",12220,""
"667814","Sarah Patel","West Coast","sarah.patel154@gmail.com","Bronze","2020-02-07","Invalid",5798,1
"765571","Yuki Lee","Southeast","Invalid","Bronze","2021-09-02","+1-821-000-9509",3959,1
"622776","Jennifer Davis","Midwest","jennifer.davis86@outlook.com","Gold","2023-11-06","+1-716-593-2376",6228,""
"752776","Charles Martinez","International","charles.martinez705@yahoo.com","Bronze","2019-05-23","+1-020-118-5431",2914,1
"708704","Thomas Johnson","Southeast","Invalid","Bronze","2019-11-04","+1-967-428-0134",6916,1
"120794","Jennifer Brown","Southeast","jennifer.brown103@hotmail.com","Bronze","2019-07-08","+1-488-266-6338",9376,1
"848586","Jessica Jones","Southwest","jessica.jones44@work.org","Silver","2019-10-03","Invalid",4331,1
"846361","Sofia Thomas","Southwest","sofia.thomas854@company.com","Bronze","2020-08-15","+1-836-601-0122",3863,1
"308692","Barbara Patel","Northeast","barbara.patel909@outlook.com","Bronze","2018-11-04","+1-746-508-5642",12405,1
"830044","Raj Thomas","Northeast","raj.thomas172@icloud.com","Silver","2018-11-06","+1-811-076-7238",6127,""
"219682","Christopher Martin","Midwest","christopher.martin395@outlook.com","Silver","2018-07-06","+1-042-641-0105",2677,1
"604147","John Lee","Northeast","john.lee259@hotmail.com","Silver","2019-08-07","+1-939-235-2089",5112,1
"583568","Mei Jackson","International","mei.jackson938@gmail.com","Silver","2022-10-09","+1-003-959-9377",550,1
"708591","James Lopez","West Coast","james.lopez699@icloud.com","Platinum","2022-01-26","+1-817-174-3557",9799,1
"214364","Christopher Davis","West Coast","christopher.davis131@gmail.com","Silver","2021-01-30","+1-939-757-9998",837,1
"699651","Barbara Taylor","Southwest","barbara.taylor334@icloud.com","Silver","2023-04-22","+1-097-346-5275",14852,1
"728084","James Patel","Northeast","james.patel759@mail.com","Silver","2018-06-23","+1-950-485-8801",7382,1
"405941","Christopher Hernandez","Southeast","christopher.hernandez584@company.com","Silver","2019-08-08","+1-370-008-2254",8831,1
"189966","Linda Rossi","Midwest","linda.rossi216@mail.com","Bronze","2023-08-04","+1-436-077-2751",7599,1
"354836","Robert Smith","Midwest","robert.smith778@work.org","Platinum","2022-09-17","+1-700-588-2916",275,1
"696696","Sofia Miller","Northwest","sofia.miller356@outlook.com","Bronze","2023-03-23","+1-716-872-0180",10315,1
"459183","Lisa Smith","Southeast","lisa.smith634@yahoo.com","Bronze","2023-09-12","+1-441-190-4526",5867,""
"524971","Richard Williams","Northeast","richard.williams808@icloud.com","Silver","2019-08-31","+1-030-293-4258",3860,1
"162287","Priya Martinez","Unknown","priya.martinez300@company.com","Gold","2020-07-01","+1-609-165-8589",3029,1
"817703","Wei Chen","West Coast","wei.chen829@yahoo.com","Platinum","2021-04-19","+1-305-756-1581",2699,1
